valiation_id,product_id,valiation_name,extension,r,g,b,hex_color_code,is_active
1105052,10157840,"CF265(生産終了)",jpg,242,217,205,#F2D9CD,0
1041604,10157840,"205",jpg,236,198,194,#ECC6C2,1
1074287,10157840,"275(生産終了)",jpg,130,77,74,#824D4A,0
1023452,10157840,"210",jpg,199,106,101,#C76A65,1
1115334,10157840,"P285(生産終了)",jpg,182,123,127,#B67B7F,0
1087508,10157840,"SM170(生産終了)",jpg,180,126,131,#B47E83,0
1105053,10157840,"CF270(生産終了)",jpg,169,100,80,#A96450,0
1105051,10157840,"CF260(生産終了)",jpg,204,143,130,#CC8F82,0
1140294,10157840,"MM135",jpg,187,163,139,#BBA38B,1
1074284,10157840,"265(生産終了)",jpg,232,194,177,#E8C2B1,0
1023451,10157840,"135",jpg,153,79,51,#994F33,1
1049474,10157840,"180(生産終了)",jpg,212,165,205,#D4A5CD,0
1023450,10157840,"130",jpg,219,165,162,#DBA5A2,1
1074285,10157840,"270(生産終了)",jpg,230,207,197,#E6CFC5,0
1105050,10157840,"CF255(生産終了)",jpg,190,143,120,#BE8F78,0
1105054,10157840,"CF275(生産終了)",jpg,178,142,141,#B28E8D,0
1049470,10157840,"115(生産終了)",jpg,216,180,205,#D8B4CD,0
1115333,10157840,"P210(生産終了)",jpg,198,135,126,#C6877E,0
1048961,10157840,"5.0ml(生産終了)",jpg,240,196,202,#F0C4CA,0
1115332,10157840,"P170(生産終了)",jpg,190,121,129,#BE7981,0
1049471,10157840,"118",jpg,202,52,63,#CA343F,1
1140290,10157840,"MM35",jpg,216,174,167,#D8AEA7,1
1105055,10157840,"CF280(生産終了)",jpg,168,150,140,#A8968C,0
1074282,10157840,"255(生産終了)",jpg,187,136,112,#BB8870,0
1049473,10157840,"150(生産終了)",jpg,171,66,146,#AB4292,0
1115331,10157840,"P135(生産終了)",jpg,171,96,84,#AB6054,0
1049472,10157840,"120(生産終了)",jpg,196,77,177,#C44DB1,0
1074283,10157840,"260(生産終了)",jpg,203,139,127,#CB8B7F,0
1140293,10157840,"MM118",jpg,194,152,123,#C2987B,1
999436,10157840,"30(生産終了)",jpg,214,101,136,#D66588,0
1035736,10157840,"40(生産終了)",jpg,159,91,116,#9F5B74,0
1049428,10157840,"155(生産終了)",jpg,206,90,183,#CE5AB7,0
999437,10157840,"35(生産終了)",jpg,176,111,161,#B06FA1,0
999435,10157840,"50(生産終了)",jpg,170,78,81,#AA4E51,0
1099541,10157840,"335(生産終了)",jpg,184,97,93,#B8615D,0
1099540,10157840,"350(生産終了)",jpg,179,95,83,#B35F53,0
999434,10157840,"80(生産終了)",jpg,232,155,167,#E89BA7,0
1114112,10157840,"425(生産終了)",jpg,233,204,208,#E9CCD0,0
1073567,10157840,"285(生産終了)",jpg,191,123,118,#BF7B76,0
999431,10157840,"15",jpg,213,148,158,#D5949E,1
1114111,10157840,"400(生産終了)",jpg,243,210,212,#F3D2D4,0
999433,10157840,"20(生産終了)",jpg,210,64,75,#D2404B,0
999432,10157840,"25(生産終了)",jpg,253,199,193,#FDC7C1,0
1114110,10157840,"390(生産終了)",jpg,219,127,160,#DB7FA0,0
1114109,10157840,"225(生産終了)",jpg,236,203,206,#ECCBCE,0
1073569,10157840,"295(生産終了)",jpg,229,196,194,#E5C4C2,0
1049434,10157840,"170",jpg,185,102,144,#B96690,1
1073568,10157840,"290(生産終了)",jpg,201,61,57,#C93D39,0
1049436,10157840,"175",jpg,181,85,144,#B55590,1
1049432,10157840,"165(生産終了)",jpg,184,132,184,#B884B8,0
1049426,10157840,"75(生産終了)",jpg,192,136,138,#C0888A,0
1035738,10157840,"115(生産終了)",jpg,166,71,96,#A64760,0
1035739,10157840,"120(生産終了)",jpg,219,131,166,#DB83A6,0
1049430,10157840,"160(生産終了)",jpg,141,98,120,#8D6278,0
1072172,10157840,"MV80(生産終了)",jpg,201,118,128,#C97680,0
1072173,10157840,"MV117(生産終了)",jpg,176,110,102,#B06E66,0
1072171,10157840,"MV20(生産終了)",jpg,198,118,123,#C6767B,0
1049469,10157840,"70",jpg,193,87,108,#C1576C,1
1072170,10157840,"MV15(生産終了)",jpg,112,85,88,#705558,0
1087512,10157840,"SM118(生産終了)",jpg,214,146,144,#D69290,0
1074288,10157840,"280(生産終了)",jpg,166,147,138,#A6938A,0
1023449,10157840,"125",jpg,228,169,185,#E4A9B9,1
1072174,10157840,"MV210(生産終了)",jpg,181,102,94,#B5665E,0
1023448,10157840,"117",jpg,191,85,77,#BF554D,1
1167356,10157840,"N485 冒険的なヘーゼルナッツプ…",jpg,176,131,129,#B08381,1
1099539,10157840,"360(生産終了)",jpg,210,155,153,#D29B99,0
1087511,10157840,"SM135(生産終了)",jpg,166,90,65,#A65A41,0
1167354,10157840,"N130 情熱のストロベリーディッ…",jpg,218,169,165,#DAA9A5,1
1167355,10157840,"N260 恍惚のムースオショコラ",jpg,206,158,151,#CE9E97,1
1087510,10157840,"SM210(生産終了)",jpg,207,124,110,#CF7C6E,0
1157866,10245106,"ナッツブラウン",jpg,186,128,117,#BA8075,1
1157865,10245106,"ピンクブラウン",jpg,176,133,132,#B08584,1
1084167,10200959,"ピンキング オブ ユー(限定)(生産終了)",jpg,168,130,141,#A8828D,0
1084170,10200959,"フルール ウェルカム (限定)(生産終了)",jpg,162,95,109,#A25F6D,0
1077684,10200959,"ルージュ アウェイクニング",jpg,227,189,188,#E3BDBC,1
1077685,10200959,"フローラル コーラル",jpg,223,196,203,#DFC4CB,1
1077686,10200959,"グレープリー アドマイアード",jpg,171,138,151,#AB8A97,1
1077682,10200959,"スウィート トリート",jpg,217,207,210,#D9CFD2,1
1136796,10200959,"ルージュ アウェイクニング(限定)(生産終了)",jpg,209,151,167,#D197A7,0
1136783,10200959,"バウンシング ブルーム(限定)(生産終了)",jpg,205,150,168,#CD96A8,0
1136797,10200959,"ザット ティックルズ!(限定)(生産終了)",jpg,210,155,172,#D29BAC,0
1077683,10200959,"ザット ティックルズ！",jpg,186,156,159,#BA9C9F,1
1077681,10200959,"ヘイロー アット ミー",jpg,219,233,237,#DBE9ED,1
1136795,10200959,"フローラル コーラル(限定)(生産終了)",jpg,213,153,172,#D599AC,0
1136794,10200959,"ローズ トゥ ジ オケージョン(限…(生産終了)",jpg,206,147,166,#CE93A6,0
1084169,10200959,"ブロッサムズ オア バスト (限定…(生産終了)",jpg,188,120,140,#BC788C,0
1084168,10200959,"フローラル コーラル (限定)(生産終了)",jpg,178,123,135,#B27B87,0
1052863,10166956,"122 プレイ",jpg,214,119,125,#D6777D,1
1052862,10166956,"118 フリーズ",jpg,200,143,125,#C88F7D,1
1052860,10166956,"152 シェイク",jpg,216,173,147,#D8AD93,1
1056192,10166956,"112 オー ドゥ ローズ(生産終了)",jpg,220,167,151,#DCA797,0
1056193,10166956,"114 オンデ(生産終了)",jpg,206,157,136,#CE9D88,0
1052861,10166956,"138 フィール ドゥ シャネル(生産終了)",jpg,215,157,145,#D79D91,0
1052859,10166956,"148 ライヴリー",jpg,219,162,141,#DBA28D,1
1052865,10166956,"126 スウィング ドゥ シャネル(生産終了)",jpg,206,167,144,#CEA790,0
1052864,10166956,"142 クラッシュ ドゥ シャネル",jpg,218,167,151,#DAA797,1
1052858,10166956,"124 ヴィブラン",jpg,214,158,136,#D69E88,1
1052866,10166956,"128 ムード",jpg,181,143,130,#B58F82,1
1017390,10166956,"92 アムール ドゥ シャネル",jpg,208,144,126,#D0907E,1
1017391,10166956,"70 アティテュード",jpg,209,169,141,#D1A98D,1
1017393,10166956,"94 デジール(生産終了)",jpg,193,137,126,#C1897E,0
1113687,10166956,"168 ハロー",jpg,219,186,167,#DBBAA7,1
1098461,10166956,"166 ヒート",jpg,202,150,131,#CA9683,1
1098460,10166956,"158 ドーン",jpg,216,180,153,#D8B499,1
1017369,10166956,"64 アルダン(生産終了)",jpg,206,133,122,#CE857A,0
1017355,10166956,"52 カジュアル(生産終了)",jpg,225,192,163,#E1C0A3,0
1086289,10166956,"154 ドゥスール",jpg,168,143,123,#A88F7B,1
1017397,10166956,"102 ヌワール モデルヌ(生産終了)",jpg,186,151,130,#BA9782,0
1017368,10166956,"91 ボエーム",jpg,216,138,132,#D88A84,1
1017356,10166956,"53 シックネス(生産終了)",jpg,201,158,131,#C99E83,0
1017395,10166956,"98 アンスタン(生産終了)",jpg,193,136,114,#C18872,0
1017394,10166956,"96 フェノメーヌ",jpg,199,156,139,#C79C8B,1
1017357,10166956,"54 ボーイ",jpg,219,178,151,#DBB297,1
1017372,10166956,"68 ユルティム",jpg,218,144,126,#DA907E,1
1017400,10166956,"106 ドミナン",jpg,176,121,98,#B07962,1
1017366,10166956,"97 フェルヴール",jpg,223,181,157,#DFB59D,1
1091856,10166956,"164 フレイム",jpg,204,152,134,#CC9886,1
1017398,10166956,"104 テンパー(生産終了)",jpg,181,141,121,#B58D79,0
1017367,10166956,"78 エモシオン",jpg,220,156,143,#DC9C8F,1
1017365,10166956,"90 ジュール",jpg,217,176,149,#D9B095,1
1017371,10166956,"66 パルス",jpg,227,139,120,#E38B78,1
1017359,10166956,"86 フュルティヴ(生産終了)",jpg,218,144,137,#DA9089,0
1091855,10166956,"162 サンビーム",jpg,217,181,156,#D9B59C,1
1024208,10166956,"212 コントゥラスト(生産終了)",jpg,195,150,132,#C39684,0
1086291,10166956,"156 デリカテス",jpg,196,146,133,#C49285,1
1060073,10166956,"136 ココ クラブ",jpg,171,135,121,#AB8779,1
1024209,10166956,"208 ルミエール(生産終了)",jpg,217,171,143,#D9AB8F,0
1017358,10166956,"56 モマン",jpg,191,146,125,#BF927D,1
1017370,10166956,"60 ビート",jpg,232,154,131,#E89A83,1
1017364,10166956,"76 エンスージアズム(生産終了)",jpg,227,167,150,#E3A796,0
1017360,10166956,"82 ライヴ",jpg,218,169,146,#DAA992,1
1017374,10166956,"62 ファイヤー(生産終了)",jpg,234,178,148,#EAB294,0
1063807,10166956,"134 ラスト(生産終了)",jpg,195,159,137,#C39F89,0
1145793,10166956,"176 エスカパド",jpg,211,164,140,#D3A48C,1
1145792,10166956,"174 デスティナシオン",jpg,221,188,162,#DDBCA2,1
1063806,10166956,"132 フラッシュド(生産終了)",jpg,220,173,149,#DCAD95,0
1017361,10166956,"84 イメディア",jpg,208,168,145,#D0A891,1
1017363,10166956,"74 フラッシュ(生産終了)",jpg,227,165,144,#E3A590,0
1113688,10166956,"170 ロマンス",jpg,203,143,123,#CB8F7B,1
1113689,10166956,"172 フラヌリー",jpg,196,158,137,#C49E89,1
1017362,10166956,"72 ラッシュ(生産終了)",jpg,223,156,142,#DF9C8E,0
1052856,10166956,"144 ムーヴ",jpg,213,159,142,#D59F8E,1
1052857,10166956,"146 ダズル(生産終了)",jpg,212,146,127,#D4927F,0
1052854,10166956,"116 イージー ドゥ シャネル",jpg,192,158,136,#C09E88,1
1056740,10189707,"01オランジェット",jpg,235,209,195,#EBD1C3,1
1072423,10189707,"06ルーブラウン",jpg,226,209,206,#E2D1CE,1
1072421,10189707,"05ピーチスキン",jpg,173,84,94,#AD545E,1
1126659,10189707,"12スコーチドーナツ",jpg,207,165,132,#CFA584,1
1126658,10189707,"11オリナスビ",jpg,172,117,133,#AC7585,1
1056737,10189707,"04クランベリー",jpg,231,203,205,#E7CBCD,1
1076545,10189707,"イメージ",jpg,218,163,145,#DAA391,1
1093931,10189707,"07ビワマイト",jpg,228,219,198,#E4DBC6,1
1056738,10189707,"03ミアローズ",jpg,200,110,132,#C86E84,1
1056739,10189707,"02バラタレッド",jpg,231,150,152,#E79698,1
1108153,10189707,"08 レイシービスケ",jpg,160,110,113,#A06E71,1
1108154,10189707,"09 バーグッド",jpg,126,72,60,#7E483C,1
1122973,10189707,"10 コーラルガム",jpg,241,210,202,#F1D2CA,1
1123308,10225670,"ベイクドブラウン",jpg,161,115,112,#A17370,1
1164485,10225670,"メープルシナモン",jpg,197,146,132,#C59284,1
1133848,10225670,"ハニーイエロー",jpg,224,180,157,#E0B49D,1
1149512,10225670,"ヌーディコーラル",jpg,198,140,130,#C68C82,1
1123307,10225670,"サンテラコッタ",jpg,162,106,97,#A26A61,1
1123306,10225670,"プラムピンク",jpg,147,99,107,#93636B,1
1030995,10083725,"ブリティッシュブラウン(生産終了)",jpg,170,136,143,#AA888F,0
1069028,10083725,"ブラウニーレッド(生産終了)",jpg,195,172,172,#C3ACAC,0
1049460,10083725,"カシスサングリア(生産終了)",jpg,139,73,84,#8B4954,0
1049459,10083725,"オレンジペコ",jpg,195,145,135,#C39187,1
865921,10083725,"ルビーレッド",jpg,168,102,110,#A8666E,1
960912,10083725,"プライムレッド",jpg,113,68,79,#71444F,1
865922,10083725,"パリスピンク(生産終了)",jpg,157,113,123,#9D717B,0
865923,10083725,"クラシカルピンク(生産終了)",jpg,171,126,132,#AB7E84,0
960913,10083725,"ローズフィグ",jpg,128,77,94,#804D5E,1
865924,10083725,"アプリコットベージュ(生産終了)",jpg,145,120,121,#917879,0
999662,10083725,"ブラウニーレッド(生産終了)",jpg,136,98,96,#886260,0
999663,10083725,"ヴィンテージローズ(生産終了)",jpg,88,79,86,#584F56,0
1113340,10220305,"03 チェリー",jpg,188,67,84,#BC4354,1
1113341,10220305,"04 ピタヤ",jpg,232,115,148,#E87394,1
1113343,10220305,"08 ストロベリー",jpg,205,83,77,#CD534D,1
1113342,10220305,"05 アプリコット",jpg,234,113,87,#EA7157,1
1113345,10220305,"10 プラム",jpg,162,89,122,#A2597A,1
1113344,10220305,"09 チョコレート",jpg,203,127,105,#CB7F69,1
1142763,10220305,"14 イエロー(生産終了)",jpg,248,241,138,#F8F18A,0
1142762,10220305,"13 グリーン(生産終了)",jpg,152,200,139,#98C88B,0
1134810,10220305,"15 ブラッシュカメリア(生産終了)",jpg,234,136,150,#EA8896,0
1142760,10220305,"12 パープル(生産終了)",jpg,198,157,199,#C69DC7,0
1113338,10220305,"01 ハニー",jpg,248,193,126,#F8C17E,1
1142758,10220305,"11 ブルー(生産終了)",jpg,112,199,189,#70C7BD,0
1113339,10220305,"02 ラズベリー",jpg,236,126,167,#EC7EA7,1
1172506,10220305,"23 パッション ピンク",jpg,162,88,98,#A25862,1
1157745,10220305,"17 フィグ",jpg,167,132,125,#A7847D,1
1172504,10220305,"21 ジョイフル イエロー",jpg,211,175,89,#D3AF59,1
1172505,10220305,"22 ダージリング オレンジ",jpg,188,131,107,#BC836B,1
1157746,10220305,"16 フクシア",jpg,187,125,123,#BB7D7B,1
1165420,10220305,"18 ライトブラウン",jpg,169,129,109,#A9816D,1
1011965,10156508,"008",jpg,221,127,128,#DD7F80,1
1102448,10156508,"105",jpg,240,186,164,#F0BAA4,1
1070593,10156508,"101",jpg,225,136,184,#E188B8,1
1102449,10156508,"106",jpg,219,175,157,#DBAF9D,1
1011964,10156508,"007",jpg,209,120,129,#D17881,1
996198,10156508,"006",jpg,135,76,94,#874C5E,1
1070594,10156508,"102",jpg,123,100,127,#7B647F,1
1070595,10156508,"103",jpg,233,168,156,#E9A89C,1
1058898,10156508,"012",jpg,216,111,152,#D86F98,1
1058897,10156508,"011",jpg,130,165,213,#82A5D5,1
1016320,10156508,"009",jpg,237,194,120,#EDC278,1
1016321,10156508,"010",jpg,217,145,167,#D991A7,1
996196,10156508,"005",jpg,177,92,139,#B15C8B,1
996195,10156508,"004",jpg,224,118,149,#E07695,1
996194,10156508,"003",jpg,235,103,81,#EB6751,1
1084812,10156508,"014",jpg,233,102,112,#E96670,1
996191,10156508,"001",jpg,240,140,164,#F08CA4,1
1102447,10156508,"104",jpg,197,148,145,#C59491,1
1084811,10156508,"013",jpg,174,107,96,#AE6B60,1
996193,10156508,"002",jpg,244,177,187,#F4B1BB,1
1153149,10242771,"34 サフラン・レッド",jpg,199,117,110,#C7756E,1
1153148,10242771,"27 インフューズド・レッド",jpg,180,111,114,#B46F72,1
1153154,10242771,"53 デリケート・ブラウン",jpg,182,109,100,#B66D64,1
1153155,10242771,"36 ランテルディ(限定)",jpg,189,88,88,#BD5858,1
1153145,10242771,"10 ヌーディー・ベージュ",jpg,190,140,137,#BE8C89,1
1153151,10242771,"41 メープル・ブラウン",jpg,180,107,101,#B46B65,1
1153150,10242771,"37 ルージュ・グレネ",jpg,177,79,88,#B14F58,1
1153144,10242771,"09 サンド・ベージュ",jpg,214,161,148,#D6A194,1
1153152,10242771,"42 ヴァイオレット・ベロア",jpg,169,96,118,#A96076,1
1153146,10242771,"12 ゴールデン・ベージュ",jpg,185,138,122,#B98A7A,1
1153147,10242771,"15 アンバー・ヌード",jpg,200,119,109,#C8776D,1
1153153,10242771,"51 コッパー・ブラウン",jpg,193,114,103,#C17267,1
1117309,10199550,"09 シュリンプベージュ",jpg,189,151,140,#BD978C,1
1117308,10199550,"08 カンパリオレンジ",jpg,175,132,116,#AF8474,1
1075338,10199550,"05 フレッシュネクター",jpg,222,111,112,#DE6F70,1
1075339,10199550,"06 ハニーオレンジ",jpg,162,94,37,#A25E25,1
1075334,10199550,"01 ブラウンレッド",jpg,168,79,83,#A84F53,1
1075335,10199550,"02 クラシカルレッド",jpg,209,120,127,#D1787F,1
1075337,10199550,"04 スモーキーピンク",jpg,207,119,128,#CF7780,1
1075336,10199550,"03 スパイスローズ",jpg,193,117,137,#C17589,1
1117306,10199550,"07 ラズベリーチョコレート",jpg,130,89,85,#825955,1
1079358,10051660,"No.129 カーマイン レトロ",jpg,174,121,94,#AE795E,1
1048224,10051660,"No.107 フューシャ ボエシ",jpg,202,145,127,#CA917F,1
807309,10051660,"NO.56 ピンク イン シルバー(生産終了)",jpg,212,170,146,#D4AA92,0
807321,10051660,"No 44 ヌードラバリエール",jpg,178,134,106,#B2866A,1
807335,10051660,"No.33 フューシャインテンス(生産終了)",jpg,167,126,104,#A77E68,0
1127436,10051660,"No.122 バーント ゼリージュ…(生産終了)",jpg,196,151,113,#C49771,0
961265,10051660,"No.66 ピンク インフュージョ…(生産終了)",jpg,195,154,122,#C39A7A,0
961264,10051660,"No.65 イリディセント コーラ…(生産終了)",jpg,209,141,122,#D18D7A,0
1127437,10051660,"No.153 ロゼ ダンテル (限…(生産終了)",jpg,221,181,141,#DDB58D,0
807334,10051660,"No.32 ピンクインディペンデン…(生産終了)",jpg,205,152,130,#CD9882,0
807320,10051660,"No 45 ルージュタキシード",jpg,193,125,103,#C17D67,1
1048219,10051660,"No.103 ロゼ パリジェンヌ",jpg,185,132,107,#B9846B,1
807308,10051660,"No.58 オレンジターンオン(生産終了)",jpg,201,152,117,#C99875,0
1048225,10051660,"No.108 モーヴ バンバーラ",jpg,183,132,105,#B78469,1
1079359,10051660,"No.130 バーント スエード",jpg,199,157,131,#C79D83,1
1101547,10051660,"＜コレクター＞No.101 メイキ…(生産終了)",jpg,223,168,138,#DFA88A,0
1101545,10051660,"＜コレクター＞No.80 チリチュ…(生産終了)",jpg,220,173,137,#DCAD89,0
1057501,10051660,"No.147 ローズカラコ",jpg,182,143,116,#B68F74,1
807336,10051660,"No.28 ローズインタイム(生産終了)",jpg,204,148,131,#CC9483,0
807322,10051660,"No 43 ローズリヴゴーシュ",jpg,176,126,99,#B07E63,1
1072178,10051660,"<コレクター>No.141 ルージ…(生産終了)",jpg,160,111,97,#A06F61,0
1064732,10051660,"<コレクター>No.110 レッド…(生産終了)",jpg,184,126,113,#B87E71,0
1072179,10051660,"<コレクター>No.142 ローズ…(生産終了)",jpg,179,140,125,#B38C7D,0
807323,10051660,"No 42 ボームミディミニュイ",jpg,200,169,135,#C8A987,1
807337,10051660,"No.29 アンバーアンディソント(生産終了)",jpg,175,123,105,#AF7B69,0
1057500,10051660,"<コレクター>No.102 レディ…(生産終了)",jpg,197,150,119,#C59677,0
1079366,10051660,"No.132 ブリック フォーヴ",jpg,194,136,107,#C2886B,1
1079362,10051660,"No.126 タンジェリン オアシ…",jpg,201,146,124,#C9927C,1
1057504,10051660,"No.148 ベージュ オーバーサ…",jpg,196,154,122,#C49A7A,1
1003196,10051660,"No.78 レッドテンション(生産終了)",jpg,156,103,79,#9C674F,0
807333,10051660,"No.31 ローズイノセント(生産終了)",jpg,201,150,121,#C99679,0
1046555,10051660,"No.98 ルミナスコーラル",jpg,182,124,96,#B67C60,1
807327,10051660,"No.38 キスインベージュ(生産終了)",jpg,202,158,134,#CA9E86,0
1048222,10051660,"No.105 ルージュ ルル",jpg,185,129,103,#B98167,1
1082715,10051660,"No.143 CHILL TOFF…",jpg,198,165,135,#C6A587,1
961262,10051660,"No.64 エレクトリック フュー…(生産終了)",jpg,201,150,126,#C9967E,0
1064736,10051660,"<コレクター>No.120 テイク…(生産終了)",jpg,177,119,106,#B1776A,0
1048223,10051660,"No.106 プラム ルーバン",jpg,192,149,117,#C09575,1
1046554,10051660,"No.97 コーラルブルーム",jpg,162,110,78,#A26E4E,1
807326,10051660,"No.39 コーラルインティメシィ(生産終了)",jpg,181,121,107,#B5796B,0
807332,10051660,"No.30 コーラルインジニアス",jpg,183,128,97,#B78061,1
1057505,10051660,"No.149 ヌ ヴォリュプテュ",jpg,156,114,81,#9C7251,1
1079363,10051660,"No.127 ルージュ ストゥディ…",jpg,170,110,85,#AA6E55,1
1079361,10051660,"No.125 コライユ エクソシズ…",jpg,204,150,126,#CC967E,1
807324,10051660,"No 41 コライユアポルテ",jpg,193,143,112,#C18F70,1
1046556,10051660,"No.99 ベリーデイ",jpg,184,145,114,#B89172,1
807330,10051660,"No.35(生産終了)",jpg,201,159,142,#C99F8E,0
807318,10051660,"No 47 ベージュブラウス",jpg,161,114,84,#A17254,1
1064734,10051660,"<コレクター>No.114 ダイヤ…(生産終了)",jpg,182,132,118,#B68476,0
1057498,10051660,"<コレクター>No.101 メイキ…(生産終了)",jpg,201,142,119,#C98E77,0
961261,10051660,"No.63 エフェヴェセント フュ…(生産終了)",jpg,192,132,111,#C0846F,0
1064735,10051660,"<コレクター>No.119 ライト…(生産終了)",jpg,184,131,122,#B8837A,0
1048220,10051660,"No.104 コライユ オリエント",jpg,202,134,99,#CA8663,1
807319,10051660,"No 46 オランジュパーフェクト",jpg,206,149,119,#CE9577,1
807331,10051660,"No.34(生産終了)",jpg,181,126,109,#B57E6D,0
807325,10051660,"No.40 レッドインラブ(生産終了)",jpg,199,137,116,#C78974,0
1046557,10051660,"No.100 モーニングヌードキス",jpg,182,142,114,#B68E72,1
1003194,10051660,"No.77 プルーンクラッシュ(生産終了)",jpg,182,140,110,#B68C6E,0
1079360,10051660,"No.131 チリ モロッコ",jpg,179,124,97,#B37C61,1
1101542,10051660,"＜コレクター＞No.76 レッド …(生産終了)",jpg,174,122,98,#AE7A62,0
1009596,10051660,"No.82 Orange Crep…",jpg,209,146,116,#D19274,1
974186,10051660,"No.67 プルーンアルカザール(生産終了)",jpg,177,130,103,#B18267,0
1057165,10051660,"No.102 レディ トゥ セデュ…",jpg,199,157,123,#C79D7B,1
1057159,10051660,"No.76 レッド イン ザ ダー…",jpg,192,162,139,#C0A28B,1
974187,10051660,"No.68 ヌードスタジオ(生産終了)",jpg,197,154,126,#C59A7E,0
1009597,10051660,"No.81 Coral Aviat…",jpg,180,122,84,#B47A54,1
1016702,10051660,"<コレクター>No 45 ルージュ…(生産終了)",jpg,214,111,104,#D66F68,0
1119369,10051660,"No.154 チェスナット コルセ…",jpg,160,117,91,#A0755B,1
807341,10051660,"No.24 ヴァイオレットインサー…(生産終了)",jpg,186,140,117,#BA8C75,0
1009595,10051660,"No.83 Rouge Cape",jpg,181,115,92,#B5735C,1
1009594,10051660,"No.84 Red Cassand…",jpg,186,108,93,#BA6C5D,1
807340,10051660,"No.25 レッドインドシル(生産終了)",jpg,187,129,104,#BB8168,0
1016701,10051660,"<コレクター>No 15 コライユ…(生産終了)",jpg,213,160,134,#D5A086,0
1119368,10051660,"No.151 オレンジ カラコ",jpg,178,139,109,#B28B6D,1
1009590,10051660,"No.88 Rose Nu",jpg,181,127,102,#B57F66,1
1057163,10051660,"No.101 メイキット バーン",jpg,191,145,117,#BF9175,1
1057162,10051660,"No.92 ルージュ カフタン",jpg,185,139,113,#B98B71,1
1009591,10051660,"No.87 Rose Afriqu…",jpg,191,142,111,#BF8E6F,1
985352,10051660,"No.75 レッド イン ザ ライ…(生産終了)",jpg,197,134,108,#C5866C,0
1016704,10051660,"<コレクター>No 49 ローズサ…(生産終了)",jpg,218,168,143,#DAA88F,0
1009587,10051660,"No.79 Coral Plume",jpg,193,147,113,#C19371,1
1009593,10051660,"No.85 Burgundy Lo…",jpg,183,119,97,#B77761,1
1016698,10051660,"<コレクター>No 12 コライユ…(生産終了)",jpg,203,168,134,#CBA886,0
1057161,10051660,"No.91 ヌード アヴァンギャル…",jpg,180,143,111,#B48F6F,1
1009592,10051660,"No.86 Mauve Cuir",jpg,190,146,114,#BE9272,1
1071978,10051660,"<コレクター>No.120 テイク…(生産終了)",jpg,212,138,121,#D48A79,0
1032680,10051660,"<コレクター>No 82 オレンジ…(生産終了)",jpg,196,126,100,#C47E64,0
1071975,10051660,"<コレクター>No.110 レッド…(生産終了)",jpg,199,107,100,#C76B64,0
953295,10051660,"No.62 ターブレントピンク(生産終了)",jpg,197,152,133,#C59885,0
1032681,10051660,"<コレクター>No 83 ルージュ…(生産終了)",jpg,181,121,95,#B5795F,0
1071976,10051660,"<コレクター>No.114 ダイヤ…(生産終了)",jpg,189,91,87,#BD5B57,0
1009588,10051660,"No.90 Plum Tuniqu…",jpg,162,113,89,#A27159,1
1009589,10051660,"No.89 Rose Blazer",jpg,195,155,126,#C39B7E,1
1071977,10051660,"<コレクター>No.119 ライト…(生産終了)",jpg,193,102,94,#C1665E,0
974189,10051660,"No.70 コーラルメディナ(生産終了)",jpg,210,148,120,#D29478,0
953293,10051660,"No.61 ヌ インパルシフ(生産終了)",jpg,156,109,83,#9C6D53,0
974188,10051660,"No.69 ローズカステル(生産終了)",jpg,189,145,119,#BD9177,0
1009598,10051660,"No.80 Chili Tuniq…",jpg,196,157,126,#C49D7E,1
1009571,10051660,"No.94 フューシャ シュルレア…",jpg,137,87,77,#89574D,1
1009570,10051660,"No.93 ローズ サンギュリエ",jpg,207,170,147,#CFAA93,1
1119367,10051660,"No.150 ヌード ランジェリー",jpg,175,127,103,#AF7F67,1
1137214,10051660,"No.161 ローズウッド ビート",jpg,194,150,122,#C2967A,1
807328,10051660,"No.37 ローズインデライト(生産終了)",jpg,191,111,100,#BF6F64,0
807314,10051660,"No 51 ローズサハリエンヌ(生産終了)",jpg,192,144,113,#C09071,0
1057494,10051660,"<コレクター>No.91 ヌード …(生産終了)",jpg,162,112,90,#A2705A,0
807315,10051660,"No 50 フューシャスティレット",jpg,200,135,122,#C8877A,1
807329,10051660,"No.36(生産終了)",jpg,196,146,124,#C4927C,0
1137215,10051660,"No.162 パルシング ローズヒ…",jpg,202,155,130,#CA9B82,1
1079350,10051660,"No.121 ベージュ サテン",jpg,189,149,117,#BD9575,1
972373,10051660,"No.73 フューシャインフューリ…(生産終了)",jpg,201,154,128,#C99A80,0
1089314,10051660,"＜コレクター＞No.106 プラム…(生産終了)",jpg,186,150,150,#BA9696,0
807317,10051660,"No 48 スモーキングプラム",jpg,179,125,103,#B37D67,1
1082719,10051660,"No.147 ROSE CARAC…",jpg,198,159,129,#C69F81,1
1082718,10051660,"No.144 PEACHY LIG…",jpg,186,142,109,#BA8E6D,1
1057496,10051660,"<コレクター>No.92 ルージュ…(生産終了)",jpg,176,125,95,#B07D5F,0
1089315,10051660,"＜コレクター＞No.105 ルージ…(生産終了)",jpg,193,143,139,#C18F8B,0
807316,10051660,"No 49 ローズサンジェルマン",jpg,206,145,128,#CE9180,1
1137216,10051660,"No.163 ショーストッピング …",jpg,210,160,138,#D2A08A,1
1101549,10051660,"＜コレクター＞No.131 チリ …(生産終了)",jpg,219,167,129,#DBA781,0
