genre_id,genre_level,genre_name,parent_genre_id
101535,3,セット・詰め合わせ,100236
101736,2,その他,100000
101737,2,その他,100005
101738,3,その他,100012
101739,2,その他,211742
101748,3,その他,560062
101750,4,その他,100083
101751,3,その他,100087
101752,3,その他,100094
101753,3,その他,100103
101757,4,その他,100133
101758,3,その他住宅設備家電,562640
101761,5,その他,560411
101762,3,その他,100155
101764,4,その他,100188
101765,3,その他美容・健康家電,100191
101766,3,その他キッチン家電,100644
101767,3,その他,100212
101768,4,その他,100218
101769,2,その他,100227
101770,4,その他,566612
101771,3,その他,100236
101773,3,その他,100250
101774,3,その他,100256
101775,3,その他,100262
101777,4,その他,100269
101778,4,その他,100275
101784,3,その他,100300
101785,2,その他,100316
101799,3,その他,100356
101801,2,その他,100371
101817,2,その他,100433
101818,4,その他,100434
101828,2,その他,100533
101830,3,その他,111078
101836,3,その他,100629
101848,3,その他,566114
101855,3,その他,100762
101856,3,その他,559248
101857,4,その他,566128
101858,4,その他,100788
101859,2,その他,100804
101860,3,その他,100805
101862,3,その他,215566
101869,3,その他,100880
101870,3,その他,100890
101871,3,その他,100893
101876,2,その他,100938
101885,3,その他,100984
101886,3,その他,100987
101888,3,その他,563818
101889,4,その他,101036
101893,2,その他,101070
101909,3,その他,101168
101914,2,その他,566382
101915,2,その他,101205
101917,3,その他,101222
101918,4,その他,101223
101946,3,その他,101327
101947,4,その他,101328
101948,4,その他,101343
101949,4,その他,101347
101950,3,その他,101354
101951,4,その他,101355
101952,4,その他,101370
101953,4,その他,101374
101965,3,その他,101451
101972,2,スーパー,100000
101975,2,アウトドア,101070
110001,3,花束・切花,113084
110013,3,ガーデニング機器,100012
110042,4,造花,567231
110080,2,プリンタ,100026
110093,3,インクジェットプリンタ,110080
110105,2,ディスプレイ,100026
110110,4,コンパクトデジタルカメラ,100083
110123,5,その他,208596
110230,3,ビデオデッキ,200225
110238,3,ビデオカメラ,100212
110247,2,録画・録音用メディア,211742
110291,4,フィルム一眼レフカメラ,565059
110298,4,コンパクトフィルムカメラ,565059
110305,4,APSカメラ,565059
110335,3,カメラ用交換レンズ,100212
110344,4,カメラ用フィルム,100218
110365,3,ストラップ・マスコット,560276
110395,3,その他水産物,100236
110396,4,その他,207770
110403,3,ブリ,100236
110404,3,サンマ,100236
110405,4,切り身・丸ごと,214030
110406,3,貝類,100236
110407,4,アワビ,110406
110408,4,カキ,110406
110409,4,ホタテ,110406
110410,4,サザエ,110406
110411,3,カニ,100236
110416,5,その他,410822
110417,5,その他,410817
110420,3,海藻類,100236
110428,3,牛肉,100228
110429,4,ヒレ・シャトーブリアン,110428
110430,4,サーロイン,110428
110432,4,バラ・カルビ,110428
110433,4,スネ,110428
110434,4,モモ,110428
110435,4,タン,110428
110436,4,テール,110428
110457,3,セット・詰め合わせ,100246
110463,3,漬物,100250
110465,4,しょうゆ漬け,110463
110466,4,かす漬け,110463
110467,4,みそ漬け,110463
110468,4,酢漬け,110463
110469,4,浅漬け,110463
110472,2,米・雑穀,100227
110474,4,お粥,100269
110475,3,餅,110472
110477,4,ジャム・コンフィチュール,567681
110487,3,ラーメン,100256
110494,3,パスタ,100256
110496,4,パスタソース,204877
110502,3,チーズ,100262
110503,5,その他,201071
110504,5,その他,201059
110505,5,その他,567254
110506,4,シェーブル,110502
110507,5,その他,201076
110508,5,その他,201062
110509,5,その他,201079
110526,4,ピザ,100275
110534,4,スープ,100278
110692,2,野菜・果実飲料,100316
110724,3,パンツスーツ,555091
110729,2,ワンピース,100371
110734,3,スカート,555089
110824,3,着物セット,100428
110831,3,和装小物,100428
110845,4,ショーツ,100442
110852,4,タップパンツ,100442
110854,4,ブラジャー,100442
110861,5,その他,206702
110867,5,その他,206742
111078,2,キッズファッション,100533
111102,2,ベビーファッション,100533
