product_id,valiation_id,ttl_color,c1_color,c1_proportion,c2_color,c2_proportion,c3_color,c3_proportion,c4_color,c4_proportion,c5_color,c5_proportion
10195306,1073862,#B09198,#692D3A,0.06274900398406374,#A8878E,0.10657370517928287,#814F5A,0.18376494023904383,#D6C4C8,0.5692231075697212,#491C26,0.07768924302788845
10195306,1079744,#8B3739,#911319,0.0780416868637906,#E7CECE,0.09985458070770722,#A24044,0.2035870092098885,#6A1315,0.5477460009694619,#BF8385,0.07077072224915172
10195306,1079745,#BF8A86,#BB746E,0.06815968841285297,#D6B1AE,0.10954235637779941,#8D514D,0.18549172346640702,#C58C88,0.5613437195715677,#EDDCDA,0.07546251217137293
10183263,1046518,#A5866B,#DCBF9C,0.18538205980066444,#784831,0.23920265780730898,#C4A481,0.11395348837209303,#8F7860,0.379734219269103,#E6D1B5,0.08172757475083056
10183263,1135537,#B59688,#695046,0.17387218045112782,#DFD2C8,0.2640977443609023,#9B8B7D,0.17575187969924813,#C97D65,0.22462406015037595,#C0AFA2,0.16165413533834586
10183263,1046509,#CCA589,#E5CDB0,0.27007299270072993,#C3A07F,0.3354346383543464,#C2494A,0.10185799601857996,#D9BB98,0.21134704711347047,#877059,0.08128732581287326
10183263,1046508,#C19376,#B05340,0.2731496846996349,#D8BA97,0.3355459674742781,#89745C,0.105210753401925,#C2A07E,0.2071025555924328,#E5CDB0,0.07899103883172917
10183263,1046511,#A17F6D,#E6D0B4,0.1973421926910299,#61242D,0.23089700996677742,#C4A481,0.10830564784053157,#8C745F,0.3740863787375415,#DBBE9B,0.0893687707641196
10183263,1046510,#C88565,#DCBF9C,0.18082282680822828,#E05E3B,0.3878566688785667,#C6A380,0.10218978102189781,#887159,0.24552090245520902,#E6D1B6,0.0836098208360982
10183263,1046512,#C19E80,#8B4A3A,0.19568106312292358,#DBBE9B,0.37641196013289036,#C4A481,0.23322259136212625,#E6D0B4,0.11495016611295682,#907961,0.07973421926910298
10183263,1046513,#CAA27E,#E6D1B6,0.18248175182481752,#C5A481,0.38885202388852025,#88725A,0.10119442601194426,#D38556,0.2438619774386198,#DCBF9C,0.0836098208360982
10183263,1046507,#CBA389,#8D735C,0.192435301924353,#DBBE9B,0.23556735235567353,#B8221F,0.10617120106171202,#E6D0B5,0.380557398805574,#C5A280,0.08526874585268746
10183263,1088493,#B3907A,#E1C7AB,0.24671052631578946,#793D3C,0.21299342105263158,#BE9F7F,0.2845394736842105,#D5B693,0.08717105263157894,#947B6D,0.16858552631578946
10183263,1046517,#AE7873,#903E53,0.49401993355481727,#E1C7A7,0.3089700996677741,#C8A886,0.1009966777408638,#917963,0.08139534883720931,#684D40,0.014617940199335547
10183263,1046516,#AE8D73,#E5CDAF,0.28172757475083055,#7E3B2E,0.20232558139534884,#C1A17F,0.10930232558139535,#8C755E,0.3245847176079734,#D8BA97,0.08205980066445183
10183263,1046514,#C0A081,#E6D2B8,0.15011624045167718,#BA9979,0.3437396213882431,#94684F,0.21288608435735637,#CDAE8A,0.17934241115908336,#DEC29F,0.11391564264363999
10183263,1135538,#A28B80,#5A453F,0.1586998087954111,#A39083,0.22466539196940727,#8F6257,0.24952198852772467,#DDD1C6,0.1921606118546845,#BFB2A6,0.17495219885277247
10183263,1046515,#C3A588,#C4A380,0.19017590441420512,#E6D1B5,0.38400265516096915,#BB6648,0.1018918021905078,#87715A,0.24062396282774642,#DCBE9B,0.08330567540657152
10183263,1088495,#C18A78,#B84C51,0.3136288998357964,#E0C5A8,0.24958949096880131,#B4917A,0.22413793103448276,#CFAE8C,0.1510673234811166,#785E4B,0.06157635467980296
10180872,1041599,#D6B398,#B96E73,0.20365535248041775,#FAF4EA,0.14012184508268058,#D2B38A,0.206266318537859,#563324,0.04960835509138381,#EAD0A3,0.40034812880765885
10180872,1041598,#9D8978,#995A51,0.05650102110279102,#F5EDDE,0.18107556160653507,#462E2A,0.37644656228727025,#BBA786,0.15112321307011573,#D3C4A7,0.23485364193328795
10180872,1041601,#A7947D,#51302B,0.05,#BAA989,0.1910958904109589,#F7F0DF,0.11438356164383562,#8C7460,0.513013698630137,#D3C7A9,0.13150684931506848
10180872,1133678,#A68378,#92796A,0.08021390374331551,#462F2A,0.2667112299465241,#C7B596,0.16243315508021391,#AE5559,0.22459893048128343,#F1E2D4,0.2660427807486631
10180872,1041600,#AD8676,#D87F7A,0.21038732394366197,#F9F2E5,0.21654929577464788,#603E2C,0.41725352112676056,#E4C58A,0.05457746478873239,#CFB0A7,0.10123239436619719
10180872,1048662,#B38D6F,#CE9E75,0.20661896243291591,#E4C694,0.19141323792486584,#E2543E,0.05456171735241502,#F8EFDD,0.16010733452593917,#694632,0.387298747763864
10180872,1048663,#CE9C85,#F9EFDD,0.20572450805008943,#CE3450,0.1815742397137746,#C9997C,0.05456171735241502,#694632,0.16994633273703041,#E5C794,0.3881932021466905
10180872,1048664,#D6AC86,#DF8A86,0.20483005366726298,#F9EFDD,0.10644007155635063,#6A4632,0.05456171735241502,#DEC19D,0.2370304114490161,#D1AD6D,0.39713774597495527
10180872,1048665,#C78976,#C7937E,0.20304114490161002,#CC2354,0.1967799642218247,#F9F0DE,0.052772808586762074,#684531,0.16100178890876565,#E5C692,0.38640429338103754
